 1.665, 2.214, 1.203, -1.009, -0.709, -0.069, -0.194, 0.298, -0.128, 0.221, 0.607, 0.153, 0.113, -0.220, -0.305, 0.005, -3.797, -4.232, -0.832, -0.842, -0.137, 0.300, 0.047, 0.017, -0.653, -0.411, -0.074, -0.341, 0.104, -0.331, -0.284,
 0.668, 1.316, 0.842, -0.668, -0.652, -0.288, 0.017, 0.437, -0.096, 0.238, 0.509, 0.116, 0.028, -0.233, -0.482, -1.034, -2.266, -2.702, -1.649, -0.620, -0.095, -0.184, -0.654, -0.472, -0.679, -0.376, -0.067, -0.614, 0.646, 0.544, -0.279,
 0.641, 1.390, 0.954, -0.407, -0.570, -0.252, 0.014, 0.426, 0.084, 0.211, 0.347, -0.101, -0.032, -0.197, -0.588, -1.050, -1.401, -1.545, -1.340, -0.954, -0.627, -0.559, -0.617, -0.306, -0.534, -0.320, 0.131, -0.138, 0.408, 0.424, -0.235,
 1.642, 2.427, 1.487, -0.911, -0.554, 0.221, 0.418, 0.652, -0.459, 0.008, 0.598, 0.023, -0.201, -0.877, -1.116, -0.749, -0.946, -1.157, -1.512, -1.630, -0.681, -0.228, -0.324, -0.191, -0.915, -0.349, 0.419, -0.185, 0.323, -0.350, -0.525,
 -1.381, -0.625, -0.094, -0.444, -0.259, 0.410, 0.315, 0.239, -0.056, 0.020, 0.019, -0.151, -0.096, -0.598, -0.733, -0.438, -0.674, -0.884, -0.612, -0.708, -0.696, -0.631, -0.505, -0.192, -0.513, -0.336, -0.232, -0.208, 0.173, -0.313, -0.310,
 -1.339, -0.596, -0.008, -0.486, -0.333, -0.085, 0.016, 0.253, -0.430, -0.353, 0.069, 0.178, -0.314, -1.189, -0.926, -0.224, -0.390, -0.475, -0.489, -0.978, -1.016, -0.871, -0.742, -0.430, -0.680, -0.351, -0.030, -0.531, -0.008, -0.144, -0.400,
 -1.336, -0.606, 0.033, -0.032, -0.006, -0.298, -0.298, 0.294, -0.469, -0.423, 0.124, -0.243, -0.203, -0.433, -0.653, -0.273, -0.404, -0.587, -0.429, -0.606, -0.168, 0.025, -0.391, -0.135, -0.797, -0.302, 0.324, 0.015, 0.873, -0.285, -0.097,
 -2.353, -1.604, -0.984, -0.287, 0.317, 0.200, 0.091, -0.209, -0.421, 0.164, 0.131, 0.055, 0.081, -0.629, -1.040, -0.939, -0.784, -0.768, -0.761, -0.936, -1.079, -0.727, -0.364, -0.243, -0.298, -0.481, -0.273, -0.080, 0.402, 0.323, 0.371,
 -3.343, -2.589, -1.603, -0.970, -0.080, -0.228, -0.094, 0.320, -1.105, -0.750, -0.008, -0.334, -0.236, -0.297, -0.547, -0.429, -0.315, -0.520, -0.584, -0.614, -0.109, 0.277, -0.396, -0.115, -0.402, -0.145, 0.941, 0.595, 0.700, 0.151, -1.199,
 -3.338, -2.599, -1.857, -1.174, 0.015, 0.130, -0.460, -0.114, -0.539, -1.388, -0.873, -0.122, -0.306, -0.495, -0.227, 0.101, -0.347, -0.541, -0.112, -0.041, 0.232, -0.087, -0.226, -0.294, -0.816, 0.154, 0.852, 0.302, 0.568, 0.620, -0.366,
 -3.364, -2.608, -1.861, -1.133, -0.328, -0.183, -0.282, -0.009, -0.343, -0.528, -0.792, -0.401, 0.135, -0.374, -0.240, 0.207, -0.193, -0.502, 0.064, 0.368, 0.069, 0.065, -0.416, -0.159, 0.445, 0.789, 0.877, 0.065, 0.616, 0.861, -0.184,
 -3.336, -2.617, -1.892, -1.178, -0.545, -0.667, 0.120, 0.506, -0.762, -0.546, -0.171, -0.398, 0.038, -0.196, -0.246, 0.488, -0.163, -0.313, 0.243, -0.573, 0.202, 1.195, 0.844, 0.858, 0.196, 0.638, 1.277, 0.551, 1.447, 2.053, 0.838,
 -5.349, -4.611, -3.859, -3.134, -2.396, -1.525, -0.520, 0.276, 0.064, -0.340, -0.395, -0.558, -0.172, 0.019, -0.062, 0.138, -0.123, -0.192, 0.185, 0.156, 0.524, 0.621, 0.466, 0.822, 0.202, 0.195, 0.746, 1.010, 0.595, -0.905, -2.157,
 -5.319, -4.568, -3.839, -3.126, -2.392, -1.628, -0.883, -0.315, -0.022, 0.115, -0.011, 0.238, 0.354, 0.021, 0.020, 0.258, 0.278, 0.056, 0.175, 0.102, 0.551, 1.137, 0.731, 0.614, 0.569, 0.852, 1.527, 0.807, -0.687, -1.916, -3.166,
 -8.323, -7.591, -6.849, -6.102, -5.386, -4.660, -3.902, -3.151, -2.210, -0.482, 0.395, -0.237, 0.042, 0.091, -0.132, 0.518, 0.252, 0.117, 0.196, -0.241, 0.445, 0.694, 0.595, 1.025, 0.501, -0.755, -2.106, -3.376, -4.653, -5.898, -7.177,
 -8.336, -7.612, -6.857, -6.104, -5.393, -4.639, -3.897, -3.170, -2.442, -1.695, -0.942, -0.216, 0.283, 0.294, 0.296, 0.342, 0.060, 0.096, 0.360, 0.188, 0.304, 0.479, 0.627, 0.463, -0.610, -1.871, -3.108, -4.380, -5.671, -6.884, -8.119,
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,
