 -7.352, -6.622, -5.894, -5.157, -4.410, -3.666, -2.918, -2.179, -1.467, -0.783, -0.799, -0.763, -0.677, -1.135, -0.732, -0.216, -0.506, -0.682, -0.848, -0.874, -0.234, -0.187, -0.379, 0.046, -0.496, -1.918, -3.173, -4.390, -5.634, -6.931, -8.210,
 -7.356, -6.631, -5.907, -5.156, -4.407, -3.666, -2.919, -2.042, -1.045, -0.510, -0.506, -0.380, -0.329, -0.584, -0.553, -0.432, -0.409, -0.687, -0.909, -0.710, -0.496, -0.299, -0.530, -0.456, -0.046, 0.280, -0.104, -1.417, -2.687, -3.935, -5.181,
 -5.360, -4.617, -3.878, -3.151, -2.414, -1.681, -0.940, -0.245, -0.693, -0.493, -0.168, -1.097, -0.627, -0.290, -0.472, 0.048, 0.061, -0.263, -0.475, -0.391, -0.121, -0.208, 0.035, 0.007, -0.656, -0.168, 0.292, -0.535, -1.661, -2.907, -4.177,
 -5.368, -4.647, -3.912, -3.163, -2.435, -1.897, -0.589, -0.183, -1.216, -0.688, 0.236, 0.171, 0.020, -0.453, -0.460, 0.211, 0.219, -0.441, -1.056, -0.567, 0.235, 0.121, -0.627, -0.546, -0.551, -0.522, -0.345, -1.106, -1.885, -2.938, -4.198,
 -4.350, -3.617, -2.887, -2.144, -1.424, -0.920, -0.253, -0.175, -0.455, -0.002, 0.058, 0.258, 0.180, -0.333, 0.006, 0.577, 0.415, -0.236, -0.360, -0.292, 0.016, 0.034, -0.651, -0.254, 0.297, -0.026, -0.398, -0.515, 0.299, 0.211, -1.205,
 -2.359, -1.624, -0.904, -0.172, 0.412, -0.078, -0.604, 0.011, -0.213, -0.047, 0.605, 0.163, 0.299, 0.382, 0.660, 1.166, 0.236, 0.168, 0.094, -0.710, -0.112, 0.182, 0.337, 0.137, -0.689, 0.148, 0.316, -0.576, 0.380, 0.627, -0.944,
 -3.350, -2.620, -1.904, -0.984, -0.040, -0.261, -0.104, 0.475, -0.139, -0.123, 0.177, 0.533, 0.968, 0.180, -0.014, 0.175, 0.062, 0.405, 0.393, 0.304, 0.632, 0.421, -0.142, -0.049, -0.292, 0.214, 0.418, -0.836, -0.484, 0.011, -1.077,
 -3.339, -2.623, -1.899, -1.184, -0.184, -0.100, 0.116, 0.574, -0.139, 0.098, 0.401, -0.025, 0.248, 0.470, 0.387, 0.210, -0.015, 0.271, 0.212, -0.265, -0.154, -0.031, -0.032, -0.079, -0.425, -0.425, -0.403, -0.383, -0.157, -0.378, -1.246,
 -2.362, -1.630, -1.123, -0.966, -0.135, -0.085, 0.089, 0.328, -0.412, 0.156, 0.700, 0.596, 0.400, 0.070, 0.420, 0.867, 0.470, 0.240, -0.048, -0.096, 0.694, 0.640, 0.002, -0.076, -0.736, -0.289, -0.008, -1.817, -0.918, -0.377, -0.160,
 -2.349, -1.604, -0.653, 0.080, 0.133, -0.645, -0.290, 0.588, 0.138, 0.181, 0.397, 0.397, 0.516, 0.438, 0.635, 1.050, 0.900, 0.578, 0.365, 0.081, 0.076, -0.062, -0.302, -0.281, -0.521, -0.528, -0.417, -1.153, -0.489, -0.070, -0.395,
 -1.386, -0.633, -0.121, -0.648, -0.159, 0.232, 0.055, 0.625, -0.076, 0.035, 0.648, 0.393, 0.330, 0.089, 0.508, 1.251, 0.942, 0.816, 0.693, 0.156, 0.331, 0.157, -0.337, -0.276, -0.435, -0.272, -0.349, -0.766, -0.135, -0.307, -0.573,
 -2.355, -1.590, -0.645, -1.025, -0.694, -0.071, 0.296, 0.777, -0.172, 0.099, 0.646, 0.434, 0.333, -0.057, 0.158, 1.242, 1.648, 1.336, 0.849, 0.242, 0.168, 0.259, 0.037, -0.100, -0.580, 0.015, 0.440, -0.369, 0.060, -0.520, -0.880,
 -0.330, 0.529, 0.517, -0.487, -0.771, -0.465, -0.015, 0.306, 0.308, 0.408, 0.338, 0.233, 0.372, 0.430, 0.510, 1.125, 2.728, 2.762, 1.042, -0.008, -0.143, -0.069, -0.304, -0.137, -0.260, -0.425, -0.347, -0.463, 0.019, 0.039, -0.380,
