 -7.716, -6.988, -6.255, -5.532, -4.783, -4.037, -3.294, -2.541, -1.816, -1.119, -0.447, -1.151, -0.376, -0.978, -1.293, -0.172, -0.260, -0.752, -0.611, -1.084, -0.663, 0.195, -0.569, -0.189, 0.280, -1.273, -2.562, -3.784, -4.995, -6.273, -7.589, -8.831,
 -7.728, -6.984, -6.278, -5.536, -4.777, -4.037, -3.296, -2.542, -1.542, -0.549, -0.472, -0.540, -0.220, -0.437, -0.732, -0.374, -0.491, -0.328, -1.046, -0.772, -0.649, -0.342, -0.256, -0.804, -0.107, 0.014, 0.545, -0.754, -2.080, -3.293, -4.577, -5.785,
 -5.722, -4.998, -4.236, -3.519, -2.782, -2.045, -1.318, -0.562, 0.072, -1.457, 0.472, -0.807, -1.388, 0.134, -0.713, -0.232, 0.328, -0.206, -0.321, -0.629, -0.152, -0.091, -0.325, 0.396, -0.382, -0.931, 0.594, -0.010, -1.059, -2.263, -3.551, -4.802,
 -5.745, -4.990, -4.303, -3.521, -2.806, -2.064, -1.730, 0.553, -0.920, -1.513, 0.136, 0.337, 0.005, 0.035, -0.942, 0.021, 0.401, 0.037, -0.920, -1.192, 0.058, 0.412, -0.170, -1.084, -0.008, -1.095, 0.051, -0.740, -1.473, -2.298, -3.578, -4.818,
 -4.724, -3.976, -3.259, -2.515, -1.774, -1.075, -0.765, 0.258, -0.608, -0.301, 0.298, -0.183, 0.699, -0.339, -0.328, 0.340, 0.814, 0.015, -0.487, -0.233, -0.350, 0.381, -0.314, -0.987, 0.480, 0.114, -0.166, -0.630, -0.400, 0.998, -0.577, -1.833,
 -2.736, -1.981, -1.267, -0.540, 0.195, 0.629, -0.784, -0.423, 0.446, -0.872, 0.777, 0.433, -0.107, 0.705, 0.060, 1.259, 1.073, -0.600, 0.936, -0.749, -0.671, 0.448, -0.083, 0.757, -0.483, -0.895, 1.191, -0.558, -0.593, 1.353, -0.099, -1.788,
 -3.728, -2.973, -2.267, -1.542, -0.426, 0.347, -0.868, 0.660, 0.290, -0.569, 0.322, 0.032, 1.034, 0.901, -0.541, 0.514, -0.163, 0.287, 0.523, 0.263, 0.346, 0.919, -0.076, -0.207, 0.109, -0.693, 1.121, -0.285, -1.387, 0.418, -0.396, -1.758,
 -3.694, -2.983, -2.264, -1.534, -0.835, 0.467, -0.666, 0.898, 0.250, -0.527, 0.723, 0.078, -0.129, 0.624, 0.316, 0.458, -0.039, 0.009, 0.533, -0.108, -0.423, 0.115, -0.177, 0.113, -0.271, -0.580, -0.271, -0.535, -0.230, -0.084, -0.672, -1.819,
 -2.707, -2.017, -1.243, -1.003, -0.929, 0.659, -0.830, 1.008, -0.352, -0.473, 0.785, 0.614, 0.577, 0.223, -0.082, 0.922, 0.811, 0.128, 0.352, -0.448, 0.256, 1.132, 0.147, -0.143, -0.010, -1.461, 0.884, -0.900, -2.735, 0.899, -1.653, 1.334,
 -2.718, -1.981, -1.227, -0.080, 0.241, 0.026, -1.316, 0.736, 0.440, -0.164, 0.526, 0.268, 0.526, 0.506, 0.369, 0.900, 1.199, 0.601, 0.556, 0.175, -0.014, 0.166, -0.289, -0.315, -0.248, -0.795, -0.261, -0.573, -1.733, 0.755, -0.894, 0.104,
